"lang","id","latin_name","image_src","class_id","order_id","habitats","continents","localities_url","name","description","spread_note","food","food_note","proportions","reproduction","attractions","projects_note","breeding","localities_title"
"cs","109","Buceros hydrocorax","https://zoopraha.cz/images/lexikon-images/dvojzoborozec_hno_adavz_i_2_-_AntonT-n_Vaidl.jpg","2","43","6","2","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu","Dvojzoborožec hnědavý","Dvojzoborožci jsou nápadní, mohutní ptáci s velkým zobákem opatřeným jakousi přilbou. Ač může působit masivně, ve skutečnosti se jedná o velmi lehký útvar vyplněný především vzduchem. Na jeho povrchu je tenká vrstva rohoviny a uvnitř je zpevněný jen spletí tenkých kostěných trámečků. Dvojzoborožec hnědavý má rezavý krk a spodinu těla, šedá křídla, bílý ocas a černou masku. Zobák je červený. Mláďata jsou zpočátku černobílá.","Filipíny","Plody","Plody, členovci, menší obratlovci","Délka 60-65 cm včetně ocasu, hmotnost samice 1,1-1,6 kg, samce 1,3-1,8 kg","Počet vajec 2–4, inkubace 35–40 dní","Jako všichni dvojzoborožci žije v trvalých párech. V době hnízdění se samice uchýlí do stromové dutiny, ve které ji samec zazdí a ponechá jen malý otvor, kterým jí přináší potravu. Když se vylíhnou mláďata, samice po určité době dutinu opustí a poté je společně se samcem dokrmuje, dokud nevylétnou. S péči jim často pomáhají i starší mláďata. Jeho hlavní potravou jsou fíky, ale živí se i hmyzem, který dokáže chytat i za letu.","","Dvojzoborožce hnědavé chováme od roku 2011.","Dolní část zoo"
"cs","11","Prionailurus viverrinus","https://zoopraha.cz/images/lexikon-images/_TTT7234.jpg","1","30","6","2","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1454-pavilon-kockovitych-selem-a-terarium","Mačka rybárska","Je dvakrát väčšia ako domáca mačka. Má svalnaté telo, stredne dlhé nohy a olivovo sivú srsť s tmavou kresbou. Malé boltce sú posadené veľmi vzadu. Ich zadná strana je čierna, s kontrastnou bielou škvrnou.","južná a juhovýchodná Ázia, od Indie po Jávu","ryby","hlavne ryby, v menšej miere iné vodné živočíchy vrátane vtákov, kôrovcov a mäkkýšov","dĺžka tela 70–86 cm, dĺžka chvosta 25–33 cm, výška v kohútiku 38–41 cm, hmotnosť 8–15 kg","samica je brezivá 63 dní, počet mláďat 2–3","Hovorí sa, že mačky nemajú rady vodu. O mačke rybárskej to však ani v najmenšom neplatí. Vo vode je takmer ako doma a na život si vyberá práve také oblasti, kde je vodných plôch dostatok – okolie potokov či mŕtvych ramien riek, zaplavované lesy, močiare či porasty trstiny. Dovedie výborne plávať (a vie uplávať aj značné vzdialenosti) a zručne loví ryby a iné vodné živočíchy. Labkou čeří vodnú hladinu, aby korisť prilákala, a potom ju pazúrmi vytiahne. Inokedy číha na konári nad vodou a doslova po hlave sa za korisťou vrhá do vody, kde ju uchopí do zubov. Tak ako veľká väčšina mačkovitých šeliem, aj mačka rybárska je samotár. Deň trávi v úkryte a na lov vyráža ráno a navečer.","","Prvá samica prišla do pražskej zoo v roku 2004 z ostravskej zoo. Od tej doby sa v Pavilóne mačkovitých šeliem vystriedalo sedem ďalších zvierat. Dnes tu uvidíte samca Matesa, ktorý sa narodil v roku 2004 v srílanskej zoo v Colombe (do Prahy však prišiel z brnianskej zoo), a samicu Oruwu, narodenú v roku 2011 v Zoo Ostrava.","Pavilón šeliem a plazov"
"cs","110","Buceros bicornis","https://zoopraha.cz/images/lexikon/dvojzoborožec_indický_2.jpg","2","43","6","2","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu","Dvojzoborožec indický","Je to mohutný pták, díky výraznému zbarvení nezaměnitelný. Hlava, tělo a křídla jsou černé, břicho, krk a ocas bílé. Na ocase je široký černý pruh. Zobák a přilba jsou žluté. Oči jsou tmavé, s výraznými značkami.","Žije nejen v Indii, ale také v Číně a v jihovýchodní Asii.","Plody","Plody, členovci, menší obratlovci","Délka těla 62–65 cm, délka ocasu 33-40 cm, rozpětí křídel 151-178 cm, hmotnost 2,1–3,4 kg","Počet vajec 1–4, inkubace 35–46 dní","Mimo dobu hnízdění vytváří hejna čítající až 200 jedinců, která lze často zastihnout, jak se slétají na dozrávající fíky. Pro hnízdění vyhledává vyčnívající stromy s dostatečně prostornou dutinou, kterým bývají věrní několik let.","","Chováme je nepřetržitě od roku 1955, kdy přišel pár dvojzoborožců z Kalkaty.","Dolní část zoo"
"cs","111","Buceros rhinoceros","https://zoopraha.cz/images/lexikon/dvojzoborožec_nosorožčí_1.jpg","2","43","6","2","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu","Dvojzoborožec nosorožčí","Je to největší druh dvojzoborožce. Má převážně černé zbarvení, podbřišek a ocas jsou bílé, na ocase má široký černý pruh. Zobák a přilba jsou červenooranžové. Vytváří tři poddruhy, které se liší velikostí a tvarem přilby.","Borneo, Sumatra, Jáva, Malajsie, Thajsko, Singapur","Plody","Plody, členovci, menší obratlovci","Délka těla 42–50 cm, délka ocasu 385–40 cm, rozpětí křídel až 130 cm, hmotnost 2–2,9 kg","Počet vajec 1–2, inkubace 37–46 dní","Způsobem života se neliší od jiných dvojzoborožců. Žije v trvalých párech, hnízdí ve stromových dutinách. Je aktivní ve dne.","","Samice Markéta přišla v roce 2003, samec Prokop pak v roce 2005. Již v roce 2007 poprvé zahnízdili a úspěšně vyvedli jedno mládě. Od té doby hnízdění pravidelně opakují a zvládli dokonce i nechtěné stěhování během červnové povodně v roce 2013, kdy samice právě seděla na hnízdě.","Dolní část zoo"
"cs","112","Burhinus oedicnemus","","2","47","4","7","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu","Dytík úhorní","Má silné žlutavé nohy a žlutočerný zobák. Nápadné jsou především velké, světlé oči, které dytíkům zajišťují vidění i za šera. Naopak zbarvení je typicky krycí, hnědavé, s hustým skvrněním. Právě díky němu unikají dytíci pozornosti i v holé krajině, kterou obývají, a přitištění k zemi mohou nerušeně trávit den odpočinkem.","V době hnízdění nesouvisle v Evropě a v západní Asii po Indii, vzácně i na území Česka, zimuje ve Středomoří a v Africe","Bezobratlí","Hmyz a další drobní živočichové","Délka 40-46 cm, rozpětí křídel 76-88 cm, hmotnost 290–535 g","Počet vajec 1–3, inkubace 24–27 dní","Celý život tráví na zemi a létají jen neochotně, když už ale musí vzlétnout, je jejich let prudký a rychlý. V sezení na vejcích, snášených do jednoduchého důlku v zemi, se oba rodiče střídají a společně také chrání vylíhnutá ptáčata. Ta jsou nekrmivého typu, ochmýřená a poměrně soběstačná. Již krátce po vylíhnutí pobíhají s rodiči, kteří se při jejich obraně neváhají agresivně postavit ani většímu predátorovi.","","V novodobé historii chováme dytíky úhorní od roku 2003 a od roku 2008 je rozmnožujeme. Dytíci se v zoo objevovali již dříve, ale záznamy jsou neúplné.","Dolní část zoo"
"cs","113","Dromaius novaehollandiae","https://zoopraha.cz/images/lexikon/Emu_australsky_foto_Tomas_Adamec.jpg","2","51","4","5","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8661-horni-cast-arealu","Emu australský","Od ostatních běžců ho poznáte snadno podle hustě opeřeného krku. Silné nohy se třemi prsty svědčí o jeho běžeckých schopnostech – emu dokáže vyvinout rychlost téměř 50 km/h.","","Plody","Plody, výhonky, bezobratlí","Délka těla 1,5–1,9 m, ocas nemá, hmotnost: 30–45 kg","Počet vajec 5–15, inkubace 56 dní","O potomky se u emuů stará především otec. Sám sedí necelé dva měsíce na vejcích a po celou dobu se postí. Pruhovaná mláďata neopustí ještě nejméně další půlrok.","","Již v letech 1933−1934 žili v zoo samci Pepík a poté Pepík II. První přišel z cirkusu Kludský, druhý přes firmu Hagenbeck. Záznamy z let 1946−1974 bohužel chybějí, ale poté je zřejmé, že chov emuů trval nepřetržitě až dodnes.","Horní část zoo"
"cs","114","Vulpes zerda","https://zoopraha.cz/images/lexikon-images/fenek_1.jpg","1","30","3","1","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka","Fenek","Drobná šelma s jemnou, pískově zbarvenou srstí, velkými ušními boltci a huňatým ocasem. Samec a samice vypadají stejně.","Afrika, Arábie","Živá kořist","Drobní živočichové","Délka těla 36–40 cm, délka ocasu 18–30 cm, výška v kohoutku 18–22 cm, hmotnost 1–1,5 kg","Březost 51 den, počet mláďat 2–5","Světlá barva srstí je nejen maskuje, ale také účinně odráží sluneční paprsky. Tlapky jsou zespodu osrstěné, aby se nebořily do sypkého písku, a nápadné ušní boltce slouží jako ochlazovací výměník tepla a uvnitř jsou porostlé dlouhými chlupy, které při prudkých bouřích brání písku vniknout do zvukovodu. Díky dlouhým boltcům fenek rovněž slyší každé šustnutí a při nočním lovu mu neunikne žádný větší hmyz.","","Fenkové jsou chovatelsky velmi nároční a choulostiví, a tak lze považovat za úspěch, že první jedinec, který dorazil v roce 1939 z přírody, žil v zoo celé dva roky. V 50. a 60. letech prošlo zoologickou zahradou mnoho zvířat, o jejichž dalším osudu se záznamy většinou nedochovaly. Poté se fenkové s menšími přestávkami objevovali v chovech zoo stále a v roce 1998 se podařil první zaznamenaný úspěšný odchov.","Afrika zblízka"
"cs","115","Gymnorhina tibicen hypoleuca","https://zoopraha.cz/images/lexikon-images/flatn_k_australskz_3_-_Tom_A_Adamec.jpg","2","18","6","5","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/1685-ptaci-mokrady","Flétnák australský","Je to středně velký pěvec s robustním tělem, silným zobákem a zlatohnědýma očima. Tělo je převážně černé, s bílými plochami pod ocasem, na šíji a na hřbetě.","","Plody","Drobní živočichové, plody","Tělo 25 cm, ocas 14–15 cm, délka křídla 24–25 cm, hmotnost 210–360 g","Počet vajec 2–5, inkubace 21 den","Australští flétnáci patří ve své domovině mezi jedny z nejběžnějších a nejznámějších ptáků, které lze hojně zastihnout i v městských zahradách, parcích či na golfových hřištích. Není tedy divu, že se stali maskoty hned několika místních sportovních mužstev. Svým „stračím“, černo-bílým zbarvením a svým chováním v mnohém připomínají krkavcovité pěvce, i když jim nejsou nijak blízce příbuzní. Podobně jako evropští havrani či kavky si však svou potravu shánějí na zemi, po které se pohybují krokem, a jsou nesmírně inteligentní a hraví. Žijí ve skupinách okolo 20 ptáků, které jsou velice stálé a společně si hájí území, které obývají často mnoho let. Ve větších skupinách se někteří jedinci sami nemnoží a namísto toho pomáhají s výchovou mláďat ostatních. Vyhlášený je zvukový projev flétnáků, podle kterého dostali své české jméno – dokážou napodobit celou škálu jiných druhů ptáků a také další zvuky ze svého okolí, např. štěkot psů či ržání koní. Flétnáci vytvářejí několik poddruhů lišících se rozsahem bílých a černých ploch a tělesnou velikostí.","","Chováme je od roku 2010.","Ptačí mokřady"
"cs","116","Gavialis gangeticus","https://zoopraha.cz/images/lexikon-images/IMG_0781.jpg","3","29","2","2","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1477-cambal-pavilon-gavialu","Gaviál indický","Místo klasické krokodýlí tlamy má čelisti nesmírně dlouhé a úzké, oči mu výrazně vystupují a dospělí samci mají na špičce čenichu nápadný chrupavčitý výrůstek. Pinzetovitý tvar čelistí se ideálně hodí k chytání gaviálovy hlavní kořisti.","Několik izolovaných populací v povodí řeky Gangu.","Ryby","Loví výhradně ryby.","Délka těla 3–7 m, z toho ocas asi 50 %, hmotnost: 159–181 kg","Počet vajec 30–50, inkubace 72–97 dní","Gaviálové jsou výborní plavci a mezi ostatními krokodýli v tomto ohledu nemají sobě rovné – dokonce i jejich končetiny jsou částečně zploštělé a na zadních nohách opatřené kýlem, takže jsou již na půli cesty k tomu stát se ploutvemi. K chůzi po souši se ovšem příliš nehodí, a gaviálové se proto od vody prakticky nevzdalují. Zajímavá je pokročilá péče o potomky. Samice hlídá hnízdo umístěné v říčním břehu po celou dobu inkubace vajec, vylíhnutá mláďata odvede do řeky a ještě dlouho je společně se samcem bedlivě střeží před predátory.","Gaviál patří k nejohroženějším krokodýlům na světě. V přírodě přežívá posledních asi 200 jedinců, z toho je jen asi 20 dospělých samců. Hlavní příčinou jejich ohrožení je znečištění řek, stavba přehrad a masivní rybolov. Velký problém však představuje také nelegální těžba písku, která gaviálům ničí kladiště, a pytláctví. Posledním útočištěm gaviálů je řeka Čambal na severu Indie, kde přežívá drtivá většina zbývající divoké populace. Ani tam by ovšem nepřežili bez trvalé pomoci. Zoo Praha proto přispívá k záchraně gaviálů v oblasti Čambalu ve spolupráci s mezinárodní organizací Gharial Conservation Alliance (GCA), podporuje terénní výzkum gaviálů a podílí se na vzdělávacích aktivitách, jejichž cílem je získat místní obyvatele pro myšlenku ochrany přírody Čambalu.","Pražská zoo chová od roku 2008 největší skupinu gaviálů v celé Evropě s cílem vytvořit záložní populaci pro případ kritického vývoje v přírodě. Gaviáli obývají pavilon vytvořený speciálně pro jejich potřeby. Vnitřní i venkovní expozice napodobuje prostředí velké řeky s vyhřívaným ostrůvkem.","Čambal - pavilon gaviálů"
"cs","117","Holodactylus africanus","https://zoopraha.cz/images/lexikon/gekoncik_vychodoafricky.jpg","3","20","3","1","http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka","Gekončík východoafrický","Drobný gekon s velkou hlavou a silným, tupě zakončeným ocasem. Je zbarvený v různých odstínech hnědé a béžové.","Východní Afrika","Bezobratlí","Téměř výhradně všekazi","Délka do 10 cm, ocas max. 50 % celkové délky","Samice klade 2 vejce s pružnou skořápkou.","V chovech se s ním setkáme málokdy, protože se jedná o potravního specialistu. Je to pozemní druh, který se během dne ukrývá a v noci se vydává na lov.","","Gekončíky chováme v pražské zoo od roku 2004 a v posledních deseti letech se nám je povedlo opakovaně rozmnožit.","Afrika zblízka"
